movie_name,open_date,total_sales_amount,total_audience_count,screen_count_peak,show_count_total,sales_share_peak,rep_nation,nation,distributor_boxoffice,boxoffice_year_count,boxoffice_years,match_key
엄마 애인 3,20190523,1348000,256,20,39,0,한국,한국,(주)컨텐츠 빌리지,1,2019,엄마 애인 3|20190523
음란 과외 2,20190523,1341000,250,20,39,0,한국,한국,(주)컨텐츠 빌리지,1,2019,음란 과외 2|20190523
아빠와 딸,20190607,1407000,248,20,20,0,한국,한국,(주)디에이치미디어,1,2019,아빠와 딸|20190607
새엄마들 2019,20190723,1289000,245,21,21,0,한국,한국,(주)소나무픽쳐스,1,2019,새엄마들 2019|20190723
어우동과 춘향뎐,20190809,1184000,245,20,21,0,한국,한국,(주)케이알씨지,1,2019,어우동과 춘향뎐|20190809
어린 엄마의 비밀,20190718,1184000,245,20,21,0,한국,한국,(주)케이알씨지,1,2019,어린 엄마의 비밀|20190718
누나의 속사정,20190717,1184000,245,20,21,0,한국,한국,(주)케이알씨지,1,2019,누나의 속사정|20190717
그녀의 하드코어-무삭제판,20190321,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,그녀의 하드코어-무삭제판|20190321
엄마 친구의 떡 선물-무삭제판,20190328,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,엄마 친구의 떡 선물-무삭제판|20190328
친구엄마 그리고 정사-무삭제판,20190130,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,친구엄마 그리고 정사-무삭제판|20190130
조선음란기방 옥미향 명기열전,20190103,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,조선음란기방 옥미향 명기열전|20190103
어린동생-무삭제,20190328,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,어린동생-무삭제|20190328
이웃집 형수-무삭제,20190416,1183000,244,19,20,0,한국,한국,(주)케이알씨지,1,2019,이웃집 형수-무삭제|20190416
최음섹스,20191108,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,최음섹스|20191108
음란야도,20190905,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,음란야도|20190905
젊은엄마 그리고 섹스,20190829,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,젊은엄마 그리고 섹스|20190829
아내의 친구,20190912,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,아내의 친구|20190912
정사 그녀의 언니,20191227,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,정사 그녀의 언니|20191227
옆집 누나의 성물,20191227,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,옆집 누나의 성물|20191227
어린 아가씨,20190905,1183000,244,20,20,0,한국,한국,(주)케이알씨지,1,2019,어린 아가씨|20190905
착한처제 2019,20191025,1290000,243,20,20,0,한국,한국,(주)소나무픽쳐스,1,2019,착한처제 2019|20191025
티켓다방 2,20191226,1114000,229,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,티켓다방 2|20191226
사돈 처녀 2,20190905,1084000,219,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,사돈 처녀 2|20190905
어린 처형 2,20190801,1497000,215,20,22,0,한국,한국,(주)컨텐츠 빌리지,1,2019,어린 처형 2|20190801
BJ노는이모,20191202,1056000,210,20,20,0,한국,한국,(주)영화사히트,1,2019,BJ노는이모|20191202
어린 식모,20190919,990000,208,20,20,0,한국,한국,(주)나우콘텐츠,1,2019,어린 식모|20190919
원정녀 1호의 사연,20190924,1048000,207,20,20,0,한국,한국,(주)영화사히트,1,2019,원정녀 1호의 사연|20190924
극한수업,20191021,1039000,204,20,20,0,한국,한국,(주)영화사히트,1,2019,극한수업|20191021
젊은 미망인,20190129,996000,196,20,21,0,한국,한국,(주)라온컴퍼니플러스,1,2019,젊은 미망인|20190129
엄마 애인 2,20190314,990000,195,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,엄마 애인 2|20190314
딸의 친구 4,20190711,1012000,195,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,딸의 친구 4|20190711
다방엄마,20190328,1425000,194,20,22,0,한국,한국,(주)투모션,1,2019,다방엄마|20190328
어린 이모 2,20190822,1413000,193,20,22,0,한국,한국,(주)컨텐츠 빌리지,1,2019,어린 이모 2|20190822
관전녀,20191010,1000000,191,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,관전녀|20191010
가슴 큰 여자친구,20190308,978000,189,20,20,0,한국,한국,(주)담화,1,2019,가슴 큰 여자친구|20190308
처제의 일기,20190926,988000,187,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,처제의 일기|20190926
옆집 아가씨,20190315,972000,186,20,20,0,한국,한국,(주)담화,1,2019,옆집 아가씨|20190315
막내 이모,20190718,982000,186,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,막내 이모|20190718
딸의 애인 3,20191205,979000,184,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,딸의 애인 3|20191205
시월드,20190621,918000,184,20,20,0,한국,한국,(주)메이크아트,1,2019,시월드|20190621
보도드라이버: 풀코스,20190614,1110000,184,20,21,0,한국,한국,(주)노바이앤티,1,2019,보도드라이버: 풀코스|20190614
내 여자의 남자들,20190927,970000,181,20,20,0,한국,한국,(주)가온콘텐츠,1,2019,내 여자의 남자들|20190927
막내 형수,20190606,955000,180,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,막내 형수|20190606
어린고모,20190515,955000,180,20,20,0,한국,한국,(주)가온콘텐츠,1,2019,어린고모|20190515
딸의 애인 2,20190130,958000,179,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,딸의 애인 2|20190130
음란한 모녀의 정사,20191202,959000,178,20,20,0,한국,한국,(주)담화,1,2019,음란한 모녀의 정사|20191202
첫경험 2,20190808,961000,178,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,첫경험 2|20190808
막내 형수 2,20191128,961000,178,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,막내 형수 2|20191128
어린 누나 3,20190502,948000,177,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,어린 누나 3|20190502
딸의 친구 3,20190321,952000,176,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,딸의 친구 3|20190321
어린 엄마 3,20190530,947000,176,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,어린 엄마 3|20190530
강남 며느리,20191011,955000,176,20,20,0,한국,한국,영드래곤 미디어,1,2019,강남 며느리|20191011
관전남,20190725,951000,175,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,관전남|20190725
여배우: 섹스수업,20190405,948000,174,20,20,0,한국,한국,(주)제이에이와이이엔터테인먼트,1,2019,여배우: 섹스수업|20190405
어린 형수 4,20190104,946000,173,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,어린 형수 4|20190104
형부를 탐하다,20190410,951000,173,20,22,0,한국,한국,(주)가온콘텐츠,1,2019,형부를 탐하다|20190410
남편친구들,20190508,938000,172,20,20,0,한국,한국,(주)가온콘텐츠,1,2019,남편친구들|20190508
"유기농 섹드립 로맨스 ""오목리 미스킴""",20190411,944000,172,20,20,0,한국,한국,(주)코빈커뮤니케이션즈,1,2019,"유기농 섹드립 로맨스 ""오목리 미스킴""|20190411"
어린 엄마 2,20190328,942000,171,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,어린 엄마 2|20190328
발기찬 처가살이,20190212,942000,171,20,20,0,한국,한국,(주)가온콘텐츠,1,2019,발기찬 처가살이|20190212
등산의 참맛,20190115,942000,171,20,20,0,한국,한국,(주)라온컴퍼니플러스,1,2019,등산의 참맛|20190115
상류시대,20190103,943000,170,20,21,0,한국,한국,(주)라온컴퍼니플러스,1,2019,상류시대|20190103
천박한 누나,20190227,940000,170,20,20,0,한국,한국,(주)가온콘텐츠,1,2019,천박한 누나|20190227
너 말고 니 언니,20190417,871000,170,20,20,0,한국,한국,노바엔터테인먼트,1,2019,너 말고 니 언니|20190417
어린 처제 3,20190509,932000,169,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,어린 처제 3|20190509
친구부부,20191108,933000,169,20,20,0,한국,한국,밀크픽처스,1,2019,친구부부|20191108
음란한 병원,20190417,938000,169,20,20,0,한국,한국,(주)가온콘텐츠,1,2019,음란한 병원|20190417
식모-머피의 법칙,20191120,916000,169,20,20,0,한국,한국,(주)나우콘텐츠,1,2019,식모-머피의 법칙|20191120
스튜디오,20190227,938000,169,20,20,0,한국,한국,RGB,1,2019,스튜디오|20190227
관전TV,20191101,933000,169,20,20,0,한국,한국,밀크픽처스,1,2019,관전TV|20191101
내방에 일본여자가 있다,20190212,938000,169,20,20,0,한국,한국,(주)엔트리미디어,1,2019,내방에 일본여자가 있다|20190212
우리 도련님,20190225,938000,169,20,20,0,한국,한국,(주)영화사히트,1,2019,우리 도련님|20190225
막내 처제,20191114,934000,169,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,막내 처제|20191114
어린 형수 5,20191017,934000,169,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,어린 형수 5|20191017
첫경험 3,20191219,933000,169,20,20,0,한국,한국,(주)컨텐츠 빌리지,1,2019,첫경험 3|20191219
섹파어플,20191213,933000,169,20,20,0,한국,한국,(주)담화,1,2019,섹파어플|20191213
누나의 맛,20190619,933000,169,20,20,0,한국,한국,(주)담화,1,2019,누나의 맛|20190619
화끈한 룸메이트,20190516,858000,166,20,20,0,한국,한국,주식회사 플릭스코,1,2019,화끈한 룸메이트|20190516
"처제는, 처제와, 처제의...",20190530,850000,162,20,20,0,한국,한국,(주)나우콘텐츠,1,2019,"처제는, 처제와, 처제의...|20190530"
가싶녀,20191212,895000,161,21,21,0,한국,한국,(주)나우콘텐츠,1,2019,가싶녀|20191212
보도드라이버: 떡마차,20190517,848000,161,20,20,0,한국,한국,(주)노바이앤티,1,2019,보도드라이버: 떡마차|20190517
아내와 처제,20191113,888000,160,20,20,0,한국,한국,(주)나우콘텐츠,1,2019,아내와 처제|20191113
식모-아내의 친구,20191017,888000,160,20,20,0,한국,한국,(주)나우콘텐츠,1,2019,식모-아내의 친구|20191017
완벽한 타인 : 비밀의 스와핑,20190906,858000,157,20,20,0,한국,한국,(주)메이크아트,1,2019,완벽한 타인 : 비밀의 스와핑|20190906
옆집소녀3,20190911,700000,130,20,20,0,한국,한국,스마일컨텐츠,1,2019,옆집소녀3|20190911
오피스텔-잘하는애들로,20190607,663000,122,20,20,0,한국,한국,(주)케이피에이기획,1,2019,오피스텔-잘하는애들로|20190607
여대생들의은밀한아르바이트,20190507,657000,119,20,20,0,한국,한국,에이원 미디어,1,2019,여대생들의은밀한아르바이트|20190507
장모의유혹,20190222,764000,116,20,20,0,한국,한국,스마일컨텐츠,1,2019,장모의유혹|20190222
밝히는그녀들,20191212,652000,114,20,20,0,한국,한국,스마일컨텐츠,1,2019,밝히는그녀들|20191212
자매의은밀한스와핑-무삭제,20190215,650000,113,20,20,0,한국,한국,스마일컨텐츠,1,2019,자매의은밀한스와핑-무삭제|20190215
폐교,20190905,670300,113,20,22,0,한국,한국,(주)유비네트워크,1,2019,폐교|20190905
맛있는엄마들,20190927,643000,111,20,20,0,한국,한국,스마일컨텐츠,1,2019,맛있는엄마들|20190927
아내의유혹,20191025,644000,111,20,21,0,한국,한국,에이원 미디어,1,2019,아내의유혹|20191025
가슴큰엄마들,20190816,638000,110,20,20,0,한국,한국,스마일컨텐츠,1,2019,가슴큰엄마들|20190816
엄마학개론,20190419,644000,110,20,20,0,한국,한국,스마일컨텐츠,1,2019,엄마학개론|20190419
동생의 여자-무삭제,20190322,644000,110,19,20,0,한국,한국,(주)케이피에이기획,1,2019,동생의 여자-무삭제|20190322
이모의유혹2,20190705,639000,110,20,20,0,한국,한국,스마일컨텐츠,1,2019,이모의유혹2|20190705
어린고모 무삭제판,20191029,300000,60,1,1,0,한국,한국,(주)가온콘텐츠,1,2019,어린고모 무삭제판|20191029
탐스런 옆집아내,20191018,300000,60,1,1,0,한국,한국,(주)가온콘텐츠,1,2019,탐스런 옆집아내|20191018
여배우: 섹스수업 무삭제판,20191001,300000,60,1,1,0,한국,한국,(주)제이에이와이이엔터테인먼트,1,2019,여배우: 섹스수업 무삭제판|20191001
아내의알바,20191017,300000,60,1,1,0,한국,한국,(주)가온콘텐츠,1,2019,아내의알바|20191017
옆집아가씨 무삭제판,20190801,300000,60,1,1,0,한국,한국,(주)담화,1,2019,옆집아가씨 무삭제판|20190801
누나의맛 무삭제판,20191022,300000,60,1,1,0,한국,한국,(주)담화,1,2019,누나의맛 무삭제판|20191022
당신이 기쁘다면,20191210,300000,60,1,1,0,한국,한국,(주)가온콘텐츠,1,2019,당신이 기쁘다면|20191210
남편상사들,20191216,300000,60,1,1,0,한국,한국,(주)라온컴퍼니플러스,1,2019,남편상사들|20191216
내 아내는 둘이다,20191125,300000,60,1,1,0,한국,한국,(주)가온콘텐츠,1,2019,내 아내는 둘이다|20191125
가슴 큰 형수,20191223,300000,60,1,1,0,한국,한국,케이엘 픽쳐스,1,2019,가슴 큰 형수|20191223
가슴 큰 여자친구 무삭제판,20190828,300000,60,1,1,0,한국,한국,(주)담화,1,2019,가슴 큰 여자친구 무삭제판|20190828
가슴 큰 처제,20191217,300000,60,1,1,0,한국,한국,케이엘 픽쳐스,1,2019,가슴 큰 처제|20191217
섹스하기 좋은 날 무삭제,20190312,177000,58,20,20,0,한국,한국,(주)영화사가을,1,2019,섹스하기 좋은 날 무삭제|20190312
이상한 게임,20190609,324000,54,1,1,0,한국,한국,디자인 콘텐츠,1,2019,이상한 게임|20190609
우리 누나 친구 무삭제,20191024,130000,26,20,26,0,한국,한국,(주)영화사가을,1,2019,우리 누나 친구 무삭제|20191024
정사 2018 무삭제,20190221,109000,22,20,20,0,한국,한국,(주)영화사가을,1,2019,정사 2018 무삭제|20190221
며느리의 남자 무삭제,20191031,112000,22,20,22,0,한국,한국,(주)영화사가을,1,2019,며느리의 남자 무삭제|20191031
친구 누나 3 무삭제,20190307,107000,21,20,20,0,한국,한국,(주)영화사가을,1,2019,친구 누나 3 무삭제|20190307
관계 : 특별한 형수 무삭제,20191107,106000,21,20,21,0,한국,한국,(주)영화사가을,1,2019,관계 : 특별한 형수 무삭제|20191107
스와핑 : 아내의 친구,20191118,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,스와핑 : 아내의 친구|20191118
룸싸롱 : 맛있는 서비스 2,20190930,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,룸싸롱 : 맛있는 서비스 2|20190930
스와핑 : 완벽한 이웃,20191104,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,스와핑 : 완벽한 이웃|20191104
엄마의 유혹 2,20191202,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,엄마의 유혹 2|20191202
부부교환의 목적,20190809,109000,20,20,20,0,한국,한국,(주)로드하우스,1,2019,부부교환의 목적|20190809
엄마친구 6,20191108,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,엄마친구 6|20191108
아름다운 장모,20190813,109000,20,20,20,0,한국,한국,(주)로드하우스,1,2019,아름다운 장모|20190813
세자매의 스와핑,20191106,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,세자매의 스와핑|20191106
노래방 : 화끈한 여자들 2,20191125,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,노래방 : 화끈한 여자들 2|20191125
아들의 여자,20190916,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,아들의 여자|20190916
아내가 그놈에게 당했다 무삭제,20191209,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,아내가 그놈에게 당했다 무삭제|20191209
정사 : 아내의 친구 2 무삭제,20190814,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,정사 : 아내의 친구 2 무삭제|20190814
새엄마 3,20190103,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,새엄마 3|20190103
정사 : 엄마친구 무삭제,20191010,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,정사 : 엄마친구 무삭제|20191010
작은 엄마 2 무삭제,20191223,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,작은 엄마 2 무삭제|20191223
가족 연애사,20191227,109000,20,20,20,0,한국,한국,(주)영진크리에이티브,1,2019,가족 연애사|20191227
직장 연애사,20191227,109000,20,20,20,0,한국,한국,(주)영진크리에이티브,1,2019,직장 연애사|20191227
출장 마사지 : 흥분한 여자들,20190514,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,출장 마사지 : 흥분한 여자들|20190514
일반인 속초,20191205,109000,20,20,20,0,한국,한국,(주)로드하우스,1,2019,일반인 속초|20191205
변호인의 완전한 사육,20191125,109000,20,20,20,0,한국,한국,(주)영진크리에이티브,1,2019,변호인의 완전한 사육|20191125
장모의 딸,20191125,109000,20,20,20,0,한국,한국,(주)영진크리에이티브,1,2019,장모의 딸|20191125
음란가족,20190530,109000,20,20,20,0,한국,한국,(주)로드하우스,1,2019,음란가족|20190530
파라다이스 인 푸켓:여대생의 맛,20191213,109000,20,20,20,0,한국,한국,(주)영진크리에이티브,1,2019,파라다이스 인 푸켓:여대생의 맛|20191213
파라다이스 인 푸켓:유학생의 맛,20191220,109000,20,20,20,0,한국,한국,(주)영진크리에이티브,1,2019,파라다이스 인 푸켓:유학생의 맛|20191220
밀애 : 친구엄마 2,20190624,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,밀애 : 친구엄마 2|20190624
동호회의 목적 2,20190423,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,동호회의 목적 2|20190423
거짓말 : 여자 모델의 섹스,20190321,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,거짓말 : 여자 모델의 섹스|20190321
아내의 맛,20190131,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,아내의 맛|20190131
내 학생의 엄마 4,20191014,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,내 학생의 엄마 4|20191014
나쁜 처제,20190701,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,나쁜 처제|20190701
착한 형수 4,20190819,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,착한 형수 4|20190819
내 아내의 엄마,20190225,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,내 아내의 엄마|20190225
아내의 엄마 2 무삭제,20190404,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,아내의 엄마 2 무삭제|20190404
착한 엄마친구 3,20191028,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,착한 엄마친구 3|20191028
착한 엄마 3,20190826,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,착한 엄마 3|20190826
여자 하숙집 3,20190612,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,여자 하숙집 3|20190612
착한 친구아내,20190129,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,착한 친구아내|20190129
내 처제가 된 첫사랑 무삭제,20190319,101000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,내 처제가 된 첫사랑 무삭제|20190319
정사 2019 무삭제,20191127,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,정사 2019 무삭제|20191127
은밀한 관계 무삭제,20190722,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,은밀한 관계 무삭제|20190722
내 동생의 아내,20190114,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,내 동생의 아내|20190114
내 아내의 언니 3,20190124,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,내 아내의 언니 3|20190124
여직원들 : 직장 연애사 2,20190117,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,여직원들 : 직장 연애사 2|20190117
불륜 며느리,20190619,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,불륜 며느리|20190619
밀애 2019 무삭제,20190521,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,밀애 2019 무삭제|20190521
룸싸롱 여대생들 2,20190708,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,룸싸롱 여대생들 2|20190708
친절한 며느리 무삭제,20190502,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,친절한 며느리 무삭제|20190502
누나 친구 3,20190408,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,누나 친구 3|20190408
아내의 동창회 2,20190805,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,아내의 동창회 2|20190805
맛있는 동거 무삭제,20190214,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,맛있는 동거 무삭제|20190214
오르가즘 특강,20191101,109000,20,20,20,0,한국,한국,(주)로드하우스,1,2019,오르가즘 특강|20191101
전망 좋은 하숙집,20190729,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,전망 좋은 하숙집|20190729
애인 : 친구의 딸 무삭제,20190604,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,애인 : 친구의 딸 무삭제|20190604
연애 : 엄마친구 2,20190507,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,연애 : 엄마친구 2|20190507
여자 동창생들,20191022,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,여자 동창생들|20191022
여친 엄마 3 무삭제,20190626,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,여친 엄마 3 무삭제|20190626
내 친구의 숙모,20190305,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,내 친구의 숙모|20190305
자매의 노예,20190911,109000,20,20,20,0,한국,한국,노바엔터테인먼트,1,2019,자매의 노예|20190911
스와핑 : 상사의 아내 무삭제,20191216,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,스와핑 : 상사의 아내 무삭제|20191216
친구 아내 무삭제,20190326,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,친구 아내 무삭제|20190326
불륜 동창회 2,20190218,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,불륜 동창회 2|20190218
옷 잘 벗는 예쁜 누나,20191007,100000,20,11,20,0,한국,한국,(주)영화사가을,1,2019,옷 잘 벗는 예쁜 누나|20191007
친절한 형수님,20190409,105000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,친절한 형수님|20190409
젊은 엄마 친구 2,20190923,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,젊은 엄마 친구 2|20190923
엄마친구들 3,20190812,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,엄마친구들 3|20190812
예비 사위,20191113,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,예비 사위|20191113
음란한 자매,20190712,109000,20,20,20,0,한국,한국,노바엔터테인먼트,1,2019,음란한 자매|20190712
형수의 유혹,20191111,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,형수의 유혹|20191111
정사 : 착한 며느리들 3,20191120,100000,20,20,20,0,한국,한국,(주)영화사가을,1,2019,정사 : 착한 며느리들 3|20191120
미용실 : 특별한 서비스 3,20190429,95000,19,20,24,0,한국,한국,(주)영화사가을,1,2019,미용실 : 특별한 서비스 3|20190429
도도녀 길들이기,20200110,988000,187,20,21,0,한국,한국,영드래곤 미디어,2,2019|2020,도도녀 길들이기|20200110
불량탐정 : 리로드,20191010,5000,5,1,1,0,한국,한국,(주)더쿱와이드,1,2019,불량탐정 : 리로드|20191010
맛있는 동거,20190212,18000,3,2,3,0,한국,한국,(주)영화사가을,1,2019,맛있는 동거|20190212
착한처제 2019 무삭제,20191127,10000,2,2,2,0,한국,한국,(주)소나무픽쳐스,1,2019,착한처제 2019 무삭제|20191127
사돈처녀 2 - 무삭제판,20191217,2000,2,2,2,0,한국,한국,(주)컨텐츠 빌리지,1,2019,사돈처녀 2 - 무삭제판|20191217
맛섹 은밀한 경험 - 무삭제판,20190228,2000,2,1,2,0,한국,한국,(주)케이알씨지,1,2019,맛섹 은밀한 경험 - 무삭제판|20190228
아내의 교환섹스 무삭제판,20191017,5000,1,1,1,0,한국,한국,(주)케이피에이기획,1,2019,아내의 교환섹스 무삭제판|20191017
사춘기 여동생 무삭제판,20190304,2000,1,1,1,0,한국,한국,영드래곤 미디어,1,2019,사춘기 여동생 무삭제판|20190304
착한형수의사정-무삭제,20190315,5000,1,1,1,0,한국,한국,스마일컨텐츠,1,2019,착한형수의사정-무삭제|20190315
바람난 아내들-무삭제,20190308,5000,1,1,1,0,한국,한국,(주)케이피에이기획,1,2019,바람난 아내들-무삭제|20190308
사돈처녀 - 무삭제판,20190318,2000,1,1,1,0,한국,한국,(주)컨텐츠 빌리지,1,2019,사돈처녀 - 무삭제판|20190318
어린 형수님들 (감독판),20190308,5000,1,1,1,0,한국,한국,(주)소나무픽쳐스,1,2019,어린 형수님들 (감독판)|20190308
어린 제부 2019 (감독판),20190308,5000,1,1,1,0,한국,한국,(주)소나무픽쳐스,1,2019,어린 제부 2019 (감독판)|20190308
초대녀 2 - 무삭제판,20190318,1000,1,1,1,0,한국,한국,(주)컨텐츠 빌리지,1,2019,초대녀 2 - 무삭제판|20190318
처제와 형수들 (감독판),20190308,5000,1,1,1,0,한국,한국,(주)소나무픽쳐스,1,2019,처제와 형수들 (감독판)|20190308
여대생 출장맛사지 무삭제판,20191024,5000,1,1,1,0,한국,한국,(주)케이피에이기획,1,2019,여대생 출장맛사지 무삭제판|20191024
상류시대 무삭제판,20190325,2000,1,1,1,0,한국,한국,(주)가온콘텐츠,1,2019,상류시대 무삭제판|20190325
딸의 친구 3 - 무삭제판,20190611,2000,1,1,1,0,한국,한국,(주)컨텐츠 빌리지,1,2019,딸의 친구 3 - 무삭제판|20190611
내 아내를 과장이 후렸다,20191018,1000,1,1,1,0,한국,한국,솔앤드 주식회사,1,2019,내 아내를 과장이 후렸다|20191018
딸의 애인 2-무삭제판,20190605,2000,1,1,1,0,한국,한국,(주)컨텐츠 빌리지,1,2019,딸의 애인 2-무삭제판|20190605
복상사 미망인을 탐하는 남자들,20191018,1000,1,1,1,0,한국,한국,솔앤드 주식회사,1,2019,복상사 미망인을 탐하는 남자들|20191018
비가오면 하고싶다,20191021,1000,1,1,1,0,한국,한국,솔앤드 주식회사,1,2019,비가오면 하고싶다|20191021
형수의 엉덩이,20191021,1000,1,1,1,0,한국,한국,솔앤드 주식회사,1,2019,형수의 엉덩이|20191021
우리 누나 친구,20191021,2000,1,1,1,0,한국,한국,(주)영화사가을,1,2019,우리 누나 친구|20191021
조건아빠:슈가대디 무삭제판,20190412,1000,1,1,1,0,한국,한국,(주)가온콘텐츠,1,2019,조건아빠:슈가대디 무삭제판|20190412
동생의여자친구,20191101,5000,1,1,1,0,한국,한국,스마일컨텐츠,1,2019,동생의여자친구|20191101
착한 며느리와 시아버지,20191021,5000,1,1,1,0,한국,한국,(주)소나무픽쳐스,1,2019,착한 며느리와 시아버지|20191021
착한 제수씨 - 감독판,20191021,5000,1,1,1,0,한국,한국,(주)소나무픽쳐스,1,2019,착한 제수씨 - 감독판|20191021
불륜: 아내 친구 - 감독판,20191021,5000,1,1,1,0,한국,한국,(주)소나무픽쳐스,1,2019,불륜: 아내 친구 - 감독판|20191021
애인 교환의 날,20191021,5000,1,1,1,0,한국,한국,(주)소나무픽쳐스,1,2019,애인 교환의 날|20191021
자매의교환섹스-무삭제,20190405,5000,1,1,1,0,한국,한국,에이원 미디어,1,2019,자매의교환섹스-무삭제|20190405
내친구의두엄마-무삭제,20190329,5000,1,1,1,0,한국,한국,스마일컨텐츠,1,2019,내친구의두엄마-무삭제|20190329
물좋은하숙집-무삭제,20190325,5000,1,1,1,0,한국,한국,에이원 미디어,1,2019,물좋은하숙집-무삭제|20190325
살맛,20191024,1000,1,1,1,0,한국,한국,엔트리커뮤니케이션즈,1,2019,살맛|20191024
세부야놀자,20191024,1000,1,1,1,0,한국,한국,엔트리커뮤니케이션즈,1,2019,세부야놀자|20191024
