"순위","영화명","개봉일","매출액","매출액 점유율","관객수","스크린수","상영횟수","대표국적","국적","배급사"
"36","브레드이발소: 셀럽 인 베이커리타운","2024-03-01","1730786580","0.0030","202361","342","8282","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"37","사흘","2024-11-14","1878697640","0.0030","200490","836","19197","한국","한국","(주)쇼박스"
"38","필사의 추격","2024-08-21","1055865807","0.0020","121335","634","12583","한국","한국","TCO(주)더콘텐츠온"
"39","보고타: 마지막 기회의 땅","2024-12-31","905338890","0.0010","100941","1029","3894","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"40","더러운 돈에 손대지 마라","2024-10-17","816032280","0.0010","88486","796","14013","한국","한국","(주)에이스메이커무비웍스"
"41","유미의 세포들 더 무비","2024-04-03","612704900","0.0010","76596","441","10614","한국","한국","씨제이 씨지브이(CJ CGV)(주),롯데컬처웍스(주)롯데시네마"
"42","드라이브","2024-06-12","645619109","0.0010","71749","581","8880","한국","한국","(주)메리크리스마스"
"43","세븐틴 투어 ‘팔로우’ 어게인 투 시네마","2024-08-14","1785890500","0.0030","71448","107","2991","한국","한국","씨제이포디플렉스 주식회사"
"44","뽀로로 극장판 슈퍼스타 대모험","2023-12-13","604345907","0.0010","66971","335","4696","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"45","엘리자벳: 더 뮤지컬 라이브","2024-10-16","1198446400","0.0020","48984","129","4291","한국","한국","(주)위즈온센,메가박스중앙(주)"
"46","4분 44초","2024-11-01","187016200","0.0","46761","213","4283","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"47","밤낚시","","50775500","0.0","46423","34","1105","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"48","1980","2024-03-27","391918575","0.0010","44067","521","5823","한국","한국","(주)제이앤씨미디어그룹,와이드 릴리즈(주)"
"49","헬로카봇 올스타 스페셜","2024-07-31","350906100","0.0010","42965","222","3181","한국","한국","와이드 릴리즈(주)"
"50","데드라인","2024-11-06","298591500","0.0","42208","192","3409","한국","한국","(주)영화특별시에스엠씨"
"51","2023 영탁 단독 콘서트 : 탁쇼2","2024-07-18","1050613000","0.0020","42033","91","1522","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"52","정국: 아이 엠 스틸","2024-09-18","1048561500","0.0020","41965","97","3071","한국","한국","씨지브이 아이스콘"
"53","지오디 마스터피스 더 무비","2024-01-10","936338000","0.0010","41021","75","1940","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"54","씬","2024-04-03","356935735","0.0010","38433","409","4872","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"55","뽀로로 극장판 바닷속 대모험","2025-01-01","316337390","0.0","33955","138","650","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"56","슈가│어거스트 디 투어 ‘디-데이’ 더 무비","2024-04-10","956481000","0.0010","33604","88","2632","한국","한국","씨지브이 아이스콘"
"57","아이브 더 퍼스트 월드투어 인 시네마","2024-10-16","720505000","0.0010","32118","70","1966","한국","한국","롯데컬처웍스(주)롯시플,(주)영화사 그램"
"58","김준수 콘서트 무비 챕터 원 : 레크리에이션","2024-06-05","715319000","0.0010","31358","68","1537","한국","한국","롯데컬처웍스(주)롯시플,(주)영화사 그램"
"59","신비아파트 특별편: 붉은 눈의 사신","2024-08-14","361512500","0.0010","30329","93","1179","한국","한국","씨지브이 아이스콘"
"60","플레이브 팬 콘서트 ‘헬로, 아스테룸!’ 앙코르 인 시네마","2024-12-04","802172000","0.0010","28355","62","1442","한국","한국","씨지브이 아이스콘"
"61","도티와 영원의 탑","2023-12-27","240852039","0.0","26174","357","1661","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"62","정동원 성탄총동원 더 무비","2024-12-18","621888500","0.0010","24879","64","898","한국","한국","씨지브이 아이스콘"
"63","하이라이트: 라이츠 고 온, 어게인 인 시네마","2024-10-16","557752000","0.0010","22312","86","2217","한국","한국","씨지브이 아이스콘,씨제이포디플렉스 주식회사"
"64","DMZ 동물 특공대","2024-02-14","163547520","0.0","22070","201","2250","한국","한국","(주)박수엔터테인먼트"
"65","그리고 목련이 필때면","2024-08-15","184197900","0.0","21062","98","1280","한국","한국","(주)다자인소프트"
"66","이승윤 콘서트 도킹 : 리프트오프","2024-03-22","475166600","0.0010","20810","66","1088","한국","한국","롯데컬처웍스(주)롯시플,(주)영화사 그램"
"67","타로","2024-06-14","179752600","0.0","19529","128","1506","한국","한국","(주)영화특별시에스엠씨"
"68","블랙핑크 월드투어 [본 핑크] 인 시네마","2024-07-31","419724000","0.0010","16795","79","1220","한국","한국","씨제이포디플렉스 주식회사,씨지브이 아이스콘"
"69","목스박","2024-03-20","147129705","0.0","16776","122","1331","한국","한국","(주)라온컴퍼니플러스"
"70","태극기 휘날리며","2004-02-05","124389200","0.0","16171","159","1482","한국","한국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),(주)다자인소프트,(주)쇼박스"
"71","소울메이트","2023-03-15","168124200","0.0","15683","71","717","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"72","3일의 휴가","2023-12-06","124397228","0.0","15243","153","1253","한국","한국","(주)쇼박스"
"73","영웅: 라이브 인 시네마","2024-08-21","276612780","0.0","15143","109","2137","한국","한국","(주)위즈온센,메가박스중앙(주)"
"74","엔시티 드림 미스터리 랩: 드림 이스케이프 인 시네마","2024-12-11","334050500","0.0010","13363","80","1585","한국","한국","씨제이포디플렉스 주식회사"
"75","분노의 강","2024-05-29","100458917","0.0","11766","88","650","한국","한국","(주)이놀미디어"
"76","이준호 콘서트 : 다시 만나는 날","2024-07-24","276455000","0.0","11059","56","683","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"77","어게인 1997","2024-04-10","98537648","0.0","10926","305","2291","한국","한국","(주)메리크리스마스"
"78","비트","1997-05-03","86091100","0.0","10213","74","1279","한국","한국","(주)싸이더스"
"79","백현: 론스달라이트 닷 인 시네마","2024-11-27","252223500","0.0","10089","77","1032","한국","한국","씨제이포디플렉스 주식회사,씨지브이 아이스콘"
"80","에스파: 마이 퍼스트 페이지","2024-02-14","209630300","0.0","9456","68","1390","한국","한국","롯데컬처웍스(주)롯시플,(주)영화사 그램"
"81","태양은 없다","1999-01-01","74139300","0.0","9040","83","1306","한국","한국","(주)싸이더스"
"82","투모로우바이투게더 : 하이퍼포커스 인 시네마","2024-12-04","120725500","0.0","8842","74","981","한국","한국","씨제이포디플렉스 주식회사"
"83","에스파: 월드 투어 인 시네마","2024-04-10","186757000","0.0","8489","90","977","한국","한국","씨제이포디플렉스 주식회사"
"84","주사위놀이, 마불 세계여행","2024-01-03","50158000","0.0","8353","18","157","한국","한국","(주)니즈텔레콤"
"85","알엠: 라이트 피플, 롱 플레이스","2024-12-05","196404000","0.0","7868","56","741","한국","한국","씨제이포디플렉스 주식회사"
"86","우당탕탕 운동회","2024-04-03","44721500","0.0","7430","10","165","한국","한국","(주)니즈텔레콤"
"87","화녀","2024-03-14","59838539","0.0","7075","77","546","한국","한국","와이드 릴리즈(주),(주)제이앤씨미디어그룹"
"88","에픽하이 20 더 무비","2024-03-20","139627500","0.0","6620","54","725","한국","한국","씨지브이 아이스콘,(주)플레이그램"
"89","부활 그 소망","2024-03-07","67914600","0.0","6261","26","216","한국","한국","파이오니아21"
"90","실리카겔","2024-08-21","136574000","0.0","6208","29","272","한국","한국","씨제이 씨지브이(CJ CGV)(주),씨지브이 아이스콘"
"91","쏜애플 불구경 2024 라이브 콘서트 필름","2024-10-30","136419000","0.0","6201","18","308","한국","한국","씨지브이 아이스콘"
"92","뿌까의 짜장면파티","2022-07-04","35077000","0.0","5850","10","129","한국","한국","(주)에픽캔"
"93","정국: 아이 엠 스틸 위드 유","2024-10-09","146215000","0.0","5849","41","473","한국","한국","씨지브이 아이스콘"
"94","엠호텔","","5824000","0.0","5825","26","401","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"95","링팝 : 더 브이알콘서트 카이","","135213000","0.0","5588","2","470","한국","한국","(주)어메이즈브이알코리아"
"96","다큐 황은정 : 스마트폰이 뭐길래","2024-07-03","38621000","0.0","5567","22","395","한국","한국","롯데컬처웍스(주)롯시플"
"97","깊이 빠져 보다: 알버트","","5343000","0.0","5343","2","52","한국","한국",""
"98","안전제일, 놀이퀴즈 최강전","2024-04-11","31991000","0.0","5326","6","137","한국","한국","(주)니즈텔레콤"
"99","대니초 : 코리안 드림","2024-02-14","76675500","0.0","5139","24","320","한국","한국","씨제이 씨지브이(CJ CGV)(주),씨지브이 아이스콘"
"100","클래식","2003-01-30","45268512","0.0","5098","53","503","한국","한국","(주)시네마서비스,(주)씨제이이엔엠"
"101","쿵쿵따 탐험대","2024-06-26","27635000","0.0","4560","6","104","한국","한국","(주)니즈텔레콤"
"102","당신이 잠든 사이","2024-03-20","38307414","0.0","4383","118","908","한국","한국","트윈플러스파트너스(주)"
"103","나야, 문희","","6521000","0.0","4361","17","156","한국","한국","씨지브이 아이스콘,(주)스튜디오디에이치엘,(주)마노엔터테인먼트"
"104","볼빨간사춘기: 메리 고 라운드 더 무비","2024-07-12","78040000","0.0","4145","48","594","한국","한국","롯데컬처웍스(주)롯시플,(주)영화사 그램"
"105","더 영 맨 앤드 더 딥 씨 (비투비 임현식)","2024-12-04","70560500","0.0","4075","16","108","한국","한국","씨지브이 아이스콘"
"106","뒤주","2024-03-28","22985011","0.0","3855","52","259","한국","한국","(주)파이브데이"
"107","2024 박은빈 팬 콘서트","2024-07-10","83662500","0.0","3803","25","232","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"108","태용: 티와이 트랙 인 시네마","2024-09-25","85741400","0.0","3628","76","719","한국","한국","씨제이포디플렉스 주식회사"
"109","폴라로이드 작동법","","3716500","0.0","3578","18","504","한국","한국","㈜인디스토리"
"110","집이 없어 - 악연의 시작","","3499500","0.0","3494","58","429","한국","한국",""
"111","엘스타 2 : 드리미 스테이지","2024-11-30","50984500","0.0","3399","15","62","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"112","문을 여는 법","","11028000","0.0","2717","66","547","한국","한국",""
"113","헤어질 결심","2022-06-29","23983000","0.0","2564","31","213","한국","한국","(주)씨제이이엔엠"
"114","1947 보스톤","2023-09-27","20596000","0.0","2456","4","25","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트,(주)콘텐츠지오,주식회사 에이투지엔터테인먼트"
"115","김범수 25주년 콘서트 필름 : 여행","2024-12-11","39205800","0.0","2269","44","424","한국","한국","롯데컬처웍스(주)롯시플,(주)영화사 그램"
"116","호랑님의 생일날","2024-10-04","13015000","0.0","2145","7","54","한국","한국","(주)니즈텔레콤"
"117","해바라기","2006-11-23","20091700","0.0","2050","59","421","한국","한국","주식회사 블루필름웍스,주식회사 킨스튜디오,(주)쇼박스"
"118","[마이 아티 필름] 더보이즈 선우: 누난 너무 예뻐","","20464000","0.0","1707","1","15","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"119","[마이 아티 필름] 루시: 개화, 히어로 그리고 낙화","2024-08-28","20216000","0.0","1687","1","15","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"120","[마이 아티 필름] 카리나 : 업","","20160000","0.0","1680","1","15","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"121","[마이 아티 필름] 보이넥스트도어 : 부모님 관람 불가","2024-09-04","20128000","0.0","1679","1","15","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"122","장수상회","2015-04-09","11410000","0.0","1630","3","12","한국","한국","(주)씨제이이엔엠"
"123","[마이 아티 필름] 온앤오프 : 뷰티풀 뷰티풀","2024-08-07","19276000","0.0","1608","1","15","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"124","미생: 더할 나위 없었다","2024-12-20","16145000","0.0","1355","24","138","한국","한국","씨지브이 아이스콘"
"125","영웅","2022-12-21","9028000","0.0","1300","4","18","한국","한국","(주)씨제이이엔엠"
"126","비의도적 연애담 스페셜","2023-06-14","18915000","0.0","1261","9","52","한국","한국","주식회사 넘버쓰리픽쳐스"
"127","재즈처럼 더 무비","2024-10-02","24418000","0.0","1221","11","66","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"128","오! 문희","2020-09-02","8115000","0.0","1130","2","14","한국","한국","CGV아트하우스"
"129","싱글 인 서울","2023-11-29","10023984","0.0","1106","9","85","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"130","박정희: 경제대국을 꿈꾼 남자 특별판","2024-08-14","8296900","0.0","1091","24","202","한국","한국","메가박스중앙(주)"
"131","정직한 후보2","2022-09-28","7345000","0.0","1055","1","4","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"132","조폭인 내가 고등학생이 되었습니다","2024-02-22","15582000","0.0","1039","16","77","한국","한국","주식회사 넘버쓰리픽쳐스"
"133","무뢰한","2015-05-27","8348100","0.0","1009","13","88","한국","한국","CGV아트하우스"
"134","사바하","2019-02-20","7195410","0.0","965","39","241","한국","한국","(주)씨제이이엔엠"
"135","아이 캔 스피크","2017-09-21","6744000","0.0","956","2","7","한국","한국","(주)마노엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스"
"136","2023 심규선 단독 콘서트 : 우리 앞의 세계","2024-07-27","22646000","0.0","936","7","9","한국","한국","(주)영화사 그램"
"137","인생은 아름다워","2022-09-28","6132000","0.0","840","2","18","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"138","우주에서, 메리 크리스마스","","823000","0.0","823","21","184","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"139","국제시장","2014-12-17","5545000","0.0","807","2","8","한국","한국","(주)씨제이이엔엠"
"140","잃어버린 얼굴 1895","2021-02-24","14182500","0.0","757","20","151","한국","한국","(재)서울예술단"
"141","리바운드","2023-04-05","7824600","0.0","750","3","6","한국","한국","(주)바른손이앤에이"
"142","[마이 아티 필름] 웨이션브이 : 기브 미 댓","","8920000","0.0","745","1","15","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"143","집으로...","2002-04-04","3559000","0.0","703","2","16","한국","한국","(주)나이너스엔터테인먼트,(주)팝엔터테인먼트,씨제이엔터테인먼트"
"144","[마이 아티 필름] 키스 오브 라이프 쥴리, 나띠 : 버튼스","","8224000","0.0","687","1","15","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"145","뉴클래식 프로젝트 미안하다, 사랑한다","2024-11-16","16900000","0.0","676","7","7","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"146","정직한 후보","2020-02-12","4615000","0.0","672","1","5","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"147","한산: 용의 출현","2022-07-27","4903000","0.0","667","3","9","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"148","기생충","2019-05-30","4472000","0.0","635","30","168","한국","한국","(주)씨제이이엔엠"
"149","구름은 흘러도","","1258000","0.0","629","1","24","한국","한국",""
"150","비밀","2023-12-13","5012000","0.0","587","6","33","한국","한국","(주)영화특별시에스엠씨"
"151","건축학개론","2012-03-22","5298500","0.0","585","27","168","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"
"152","불한당: 나쁜 놈들의 세상","2017-05-17","6971000","0.0","575","1","11","한국","한국","(주)씨제이이엔엠"
"153","로보카폴리 안전교실 교통편","2022-09-19","3279000","0.0","566","1","18","한국","한국","(주)로이비쥬얼"
"154","이솝이야기","2024-07-10","11185500","0.0","560","10","65","한국","한국","주식회사 푸른잎커뮤니케이션"
"155","용감한 시민","2023-10-25","3311000","0.0","555","5","16","한국","한국","(주)마인드마크"
"156","엘 스타 리:플레이 스테이지","2024-11-09","7830000","0.0","522","1","2","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"157","연애 지상주의 구역 Part 2","","5847000","0.0","515","1","11","한국","한국",""
"158","리틀 포레스트","2018-02-28","3696000","0.0","484","3","10","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"159","아버지의 마음","2023-07-20","5034000","0.0","460","2","5","한국","한국","(주)드림팩트엔터테인먼트,파이오니아21"
"160","키키의 경계성 인격장애 다이어리","2024-06-26","9569500","0.0","443","11","64","한국","한국","주식회사 푸른잎커뮤니케이션"
"161","SIFF2024-개막식","","7920000","0.0","440","1","1","한국","한국",""
"162","SIFF2024-단편경쟁3","","4340000","0.0","434","1","3","한국","한국",""
"163","인천상륙작전 : 익스텐디드 에디션(확장판)","2016-09-13","4230000","0.0","423","1","3","한국","한국","(주)씨제이이엔엠"
"164","남산의 부장들","2020-01-22","3592900","0.0","417","26","152","한국","한국","(주)쇼박스"
"165","외계+인","","4211200","0.0","412","35","143","한국","한국","(주)씨제이이엔엠"
"166","1987","2017-12-27","3597000","0.0","405","2","5","한국","한국","(주)씨제이이엔엠"
"167","외계+인 1부","2022-07-20","2925000","0.0","390","1","1","한국","한국","(주)씨제이이엔엠"
"167","시민 여러분, 반갑습니다","","3263000","0.0","390","1","3","한국","한국",""
"169","30일","2023-10-03","2149000","0.0","374","1","4","한국","한국","(주)마인드마크"
"170","백현진쑈 문명의 끝","","3640000","0.0","364","1","3","한국","한국",""
"171","애국소녀","","2857000","0.0","349","1","8","한국","한국",""
"172","수상한 그녀","2014-01-22","2647000","0.0","337","2","5","한국","한국","(주)씨제이이엔엠"
"173","SIFF2024-단편경쟁5","","3340000","0.0","334","1","3","한국","한국",""
"174","오빠 남진 라이브 콘서트","2024-11-13","2578000","0.0","329","11","60","한국","한국","(주)스튜디오디에이치엘"
"175","콘크리트 녹색섬","","2843000","0.0","324","1","3","한국","한국","(주)영화사 진진"
"176","연애 지상주의 구역 Part 1","","3472000","0.0","314","1","10","한국","한국",""
"177","영웅들의 눈물","2024-10-02","2253000","0.0","312","3","16","한국","한국","시네마 뉴원"
"177","제16회 스토리업 쇼츠: 칸영화제 특별편","","2565900","0.0","312","10","25","한국","한국",""
"179","로보카폴리 안전교실 소방편","","1721000","0.0","306","1","11","한국","한국","(주)로이비쥬얼"
"180","SIFF2024-선택단편1","","2999000","0.0","300","1","3","한국","한국",""
"181","허스토리","2018-06-27","2766000","0.0","299","1","3","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"181","혼자 알기 아까운 이제훈 배우 단편선","","2898000","0.0","299","1","2","한국","한국",""
"183","핑크퐁 원더스타 특별편: 호기와 도둑자동차","2024-07-18","2014000","0.0","297","2","15","한국","한국","더핑크퐁컴퍼니(주)"
"184","SIFF2024-단편경쟁4","","2820000","0.0","282","1","3","한국","한국",""
"185","마이 샤이니 월드","2023-11-03","3791200","0.0","281","3","23","한국","한국","메가박스중앙(주)"
"186","SIFF2024-단편경쟁1","","2750000","0.0","275","1","3","한국","한국",""
"186","SIFF2024-단편경쟁6","","2750000","0.0","275","1","3","한국","한국",""
"188","밀수","2023-07-26","1989000","0.0","262","1","4","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"188","2024 서울국제노인영화제(제16회) 개막식","","1310000","0.0","262","1","1","한국","한국",""
"190","회색기류","","2861000","0.0","249","1","7","한국","한국",""
"191","오빠생각","2016-01-21","1722000","0.0","246","1","2","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"192","엑시트","2019-07-31","3049000","0.0","239","6","7","한국","한국","(주)씨제이이엔엠"
"193","CaFF2024 단편경쟁 3","","1180000","0.0","236","1","2","한국","한국",""
"193","CaFF2024 단편경쟁 2","","1180000","0.0","236","1","2","한국","한국",""
"195","SIFF2024-단편경쟁2","","2340000","0.0","234","1","3","한국","한국",""
"196","소년들","2023-11-01","3016000","0.0","232","1","1","한국","한국","(주)씨제이이엔엠"
"197","시몬 김성수 : 우리는 최고다","","908000","0.0","227","1","1","한국","한국","영화배급협동조합 씨네소파"
"198","SIFF2024-로컬시네마2","","2250000","0.0","225","1","2","한국","한국",""
"199","SIFF2024-단편경쟁7","","2240000","0.0","224","1","3","한국","한국",""
"200","언 땅에 사과나무 심기+인져리 타임","","1609000","0.0","215","1","1","한국","한국",""
"201","메릴 스트립 프로젝트","","2120000","0.0","212","1","3","한국","한국",""
"202","SIFF2024-페스티벌초이스 단편3","","2110000","0.0","211","1","2","한국","한국",""
"203","미션","","2100000","0.0","210","1","3","한국","한국",""
"204","SISFF2024 기억 아카이빙","","1040000","0.0","208","1","2","한국","한국",""
"205","SIFF2024-선택단편4","","2029000","0.0","203","1","3","한국","한국",""
"206","감쪽같은 그녀","2019-12-04","1400000","0.0","200","1","2","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"206","도토리","2024-06-27","1100000","0.0","200","1","2","한국","한국","원코리아 미디컴"
"208","SIFF2024-선택단편2","","1980000","0.0","198","1","3","한국","한국",""
"209","[SIWFF] 지금 여기, 한국영화 단편선 2","","1969000","0.0","197","1","2","한국","한국",""
"209","SIFF2024-페스티벌초이스 단편7","","1970000","0.0","197","1","2","한국","한국",""
"211","LTNS","","1358000","0.0","194","1","1","한국","한국",""
"212","2024 CJ도너스캠프 청소년 문화동아리 SHOWCASE - 방송부문","","2880000","0.0","192","1","1","한국","한국",""
"212","2024 CJ도너스캠프 청소년 문화동아리 SHOWCASE - 영화부문","","2880000","0.0","192","1","1","한국","한국",""
"214","퍼펙트슛","","910000","0.0","182","1","2","한국","한국",""
"215","랑종","2021-07-14","1263000","0.0","181","16","75","한국","한국,태국","(주)쇼박스"
"216","세 가지 안부","","1234000","0.0","180","1","7","한국","한국",""
"216","사도: 유니아","","1260000","0.0","180","1","2","한국","한국",""
"216","두 계절","","1260000","0.0","180","1","2","한국","한국",""
"216","한예종 방송영상과 2024 졸업상영회 단편섹션 1","","1260000","0.0","180","1","2","한국","한국",""
"216","할머니의 내일","","1260000","0.0","180","1","2","한국","한국",""
"216","자유가족","","1260000","0.0","180","1","2","한국","한국",""
"222","2024 CJ도너스캠프 청소년 문화동아리 SHOWCASE - 요리부문","","2580000","0.0","172","1","1","한국","한국",""
"223","SIFF2024-로컬시네마3","","1710000","0.0","171","1","2","한국","한국",""
"224","지옥화","1958-04-20","365000","0.0","169","1","10","한국","한국",""
"224","CaFF2024 단편경쟁 1","","845000","0.0","169","1","2","한국","한국",""
"226","동화지만 청불입니다","2025-01-08","1503000","0.0","167","1","1","한국","한국","(주)미디어캔,(주)영화특별시에스엠씨"
"226","무정","","334000","0.0","167","1","9","한국","한국",""
"228","파기상접: 깨진 그릇 붙이기","","1148000","0.0","164","1","2","한국","한국",""
"228","휴게소","","1148000","0.0","164","1","2","한국","한국",""
"228","한예종 방송영상과 2024 졸업상영회 단편섹션 2","","1148000","0.0","164","1","2","한국","한국",""
"228","페달을 찍어라!","","1148000","0.0","164","1","2","한국","한국",""
"232","연평해전","2015-06-24","1141000","0.0","163","1","1","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"233","SIFF2024-페스티벌초이스 단편8","","1600000","0.0","160","1","2","한국","한국",""
"233","미쓰백","2018-10-11","2240000","0.0","160","1","1","한국","한국","(주)리틀빅픽쳐스"
"233","왕자 호동","","320000","0.0","160","1","6","한국","한국",""
"233","검사와 여선생","","800000","0.0","160","1","1","한국","한국",""
