"순위","영화명","개봉일","매출액","매출액 점유율","관객수","스크린수","상영횟수","대표국적","국적","배급사"
"90","안나 카레니나","2018-06-29","4806100","0.0","565","8","87","한국","한국","(주)비프로"
"91","서울의 지붕 밑","","1084000","0.0","554","1","17","한국","한국",""
"92","곤지암","2018-03-28","2778000","0.0","544","33","213","한국","한국","(주)쇼박스,씨제이포디플렉스 주식회사"
"93","SIFF2020 개막식","","3150000","0.0","450","1","2","한국","한국",""
"94","철낭자","1971-04-30","890000","0.0","445","1","15","한국","한국",""
"95","7번방의 선물","2013-01-23","2556500","0.0","430","34","158","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"95","천년호","","860000","0.0","430","1","21","한국","한국",""
"97","2020 성균관대학교 영상학과 졸업영상제 프라이드스크린 폐막작","","2508000","0.0","418","1","2","한국","한국",""
"98","엑시트","2019-07-31","2910000","0.0","407","1","12","한국","한국","(주)씨제이이엔엠"
"99","국제시장","2014-12-17","2156000","0.0","402","1","9","한국","한국","(주)씨제이이엔엠"
"100","SIFF2020 새로운선택 단편 3","","2737000","0.0","391","2","5","한국","한국",""
"101","SIFF2020 본선 단편경쟁 2","","2558000","0.0","365","1","5","한국","한국",""
"102","부부교환 하던 날","2020-02-26","1932000","0.0","355","20","20","한국","한국","(주)소나무픽쳐스"
"103","낮손님","2020-04-15","2404500","0.0","345","19","62","한국","한국","시네마 뉴원"
"104","동주","2016-02-17","3077000","0.0","326","1","19","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"105","SIFF2020 새로운선택 단편 2","","2163000","0.0","309","1","5","한국","한국",""
"106","SIFF2020 폐막식","","2156000","0.0","308","1","2","한국","한국",""
"107","여사장","","596000","0.0","298","1","25","한국","한국",""
"108","고령화 가족","2013-05-09","1728500","0.0","296","16","96","한국","한국","(주)씨제이이엔엠"
"109","시호","2020-02-27","2581000","0.0","295","6","30","한국","한국","주식회사 마운틴픽쳐스,주식회사 블루필름웍스"
"110","82년생 박아라","","1739000","0.0","281","20","20","한국","한국","영드래곤 미디어"
"111","인플루언서","2020-11-25","2649400","0.0","274","7","52","한국","한국","(주)인터오리진아이엔씨"
"112","젊은 모녀","2020-09-10","1562000","0.0","269","20","20","한국","한국","(주)소나무픽쳐스"
"113","인디애니페스트2020 새벽비행2","","1584000","0.0","265","2","5","한국","한국",""
"114","2020 한국영화아카데미 36기 졸업영화제 아이컨택 섹션C","","1048000","0.0","262","2","3","한국","한국",""
"114","2020 한국영화아카데미 36기 졸업영화제 아이컨택 섹션B","","1048000","0.0","262","2","3","한국","한국",""
"114","2020 한국영화아카데미 36기 졸업영화제 아이컨택 섹션D","","1048000","0.0","262","2","3","한국","한국",""
"117","박쥐","2009-04-30","2281000","0.0","254","1","6","한국","한국,미국,호주","씨제이엔터테인먼트"
"118","참한 누나","2020-02-19","1323000","0.0","252","19","19","한국","한국","(주)소나무픽쳐스"
"119","엄마와 딸","2020-01-30","1183000","0.0","244","20","20","한국","한국","(주)케이알씨지"
"119","누드모델의 목적","2020-04-03","1183000","0.0","244","10","20","한국","한국","(주)케이알씨지"
"119","환각섹스","2020-04-03","1183000","0.0","244","10","20","한국","한국","(주)케이알씨지"
"119","과외 누나","2020-01-03","1183000","0.0","244","20","20","한국","한국","(주)케이알씨지"
"119","여동생의 사생활","2020-02-14","1183000","0.0","244","16","20","한국","한국","(주)케이알씨지"
"124","블라인드 파트너","2020-03-19","1181000","0.0","242","18","18","한국","한국","(주)케이알씨지"
"124","스폰서 X","2020-03-27","1181000","0.0","242","18","18","한국","한국","(주)케이알씨지"
"126","새엄마의 목적","2020-03-19","1180000","0.0","241","17","17","한국","한국","(주)케이알씨지"
"127","친절한 금자씨","2005-07-29","2023400","0.0","233","1","6","한국","한국","씨제이엔터테인먼트"
"128","코리안시네마 단편 1 - 제21회 전주국제영화제","","1486500","0.0","232","1","5","한국","한국",""
"129","천년여우 구미호","2020-12-03","957000","0.0","231","11","56","한국","한국","(주)케이알씨지"
"130","2020 한국영화아카데미 36기 졸업영화제 아이컨택 섹션A","","920000","0.0","230","2","3","한국","한국",""
"131","내 것이 더 좋아","","1180000","0.0","228","2","3","한국","한국",""
"131","복수는 나의 것","2002-03-28","2007000","0.0","228","1","6","한국","한국","씨제이엔터테인먼트"
"133","지옥화","1958-04-20","452000","0.0","226","1","16","한국","한국",""
"134","보라보라","","1451500","0.0","210","1","5","한국","한국",""
"135","개 같은 것들","2020-12-17","1797000","0.0","207","2","21","한국","한국","(주)콘텐츠윙"
"136","왕의 남자","2005-12-29","1759000","0.0","201","1","13","한국","한국","(주)시네마서비스"
"137","배심원들","2019-05-15","1200000","0.0","200","2","2","한국","한국","CGV아트하우스"
"137","연애 완전 정복","","1900000","0.0","200","1","2","한국","한국","(주)이놀미디어"
"139","두 번째 엄마-불륜정사","2020-12-03","912000","0.0","191","20","20","한국","한국","(주)케이알씨지"
"140","생일","2019-04-03","883960","0.0","183","16","92","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"141","구름은 흘러도","","378000","0.0","180","1","18","한국","한국",""
"142","섹스의 세계","2020-09-17","940000","0.0","174","25","25","한국","한국","(주)컨텐츠 빌리지"
"142","기색충","2020-09-10","940000","0.0","174","25","25","한국","한국","(주)컨텐츠 빌리지"
"144","무한정사","2020-01-02","940000","0.0","171","20","20","한국","한국","오디씨네마"
"144","음란 과외 3","2020-11-26","954000","0.0","171","20","20","한국","한국","(주)컨텐츠 빌리지"
"144","주말 오후6시의 연인","2020-01-16","943000","0.0","171","20","20","한국","한국","(주)나우콘텐츠"
"147","주인집 딸","2020-05-07","942000","0.0","170","21","21","한국","한국","(주)컨텐츠 빌리지"
"147","도도녀 길들이기","2020-01-10","937000","0.0","170","20","20","한국","한국","영드래곤 미디어"
"147","그녀의 모유는 백신","2020-08-21","937000","0.0","170","20","20","한국","한국","(주)담화"
"150","딸의 일기","2020-02-13","938000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","처제가 왜 거기서 나와?","2020-12-23","935000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","구멍동서","2020-07-20","961000","0.0","169","20","20","한국","한국","영드래곤 미디어"
"150","초대녀 3","2020-12-10","940000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","이모의유혹3","2020-05-29","946000","0.0","169","20","20","한국","한국","스마일컨텐츠"
"150","용주골 2","2020-11-12","960000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","젊은엄마5","2020-04-08","943000","0.0","169","20","20","한국","한국","유한회사 영화사 반딧불"
"150","어린 누나 4","2020-01-23","933000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","엄마의 일기","2020-01-30","933000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","대리 남편","2020-01-03","933000","0.0","169","20","20","한국","한국","주식회사 제이씨엔터웍스"
"150","아내와 내 친구들","2020-01-03","934000","0.0","169","20","20","한국","한국","(주)나우콘텐츠"
"150","처제의 비밀","2020-01-29","933000","0.0","169","20","20","한국","한국","(주)나우콘텐츠"
"150","어린 이모 3","2020-01-02","933000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","어린 처형 3","2020-01-09","934000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","불륜의 세계","2020-07-10","965000","0.0","169","20","20","한국","한국","영드래곤 미디어"
"150","옆집소녀4","2020-07-03","940000","0.0","169","19","20","한국","한국","스마일컨텐츠"
"150","주부남편의 발기찬 바깥생활","2020-07-31","935000","0.0","169","20","20","한국","한국","(주)담화"
"150","18 섹시퀸 유진의 섹스 스캔들","2020-11-13","968000","0.0","169","20","20","한국","한국","케이엘 픽쳐스"
"150","애완남","2020-10-23","935000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","어린 엄마4","2020-10-23","935000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","관전녀2","2020-11-06","955000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","어린 관리사","2020-01-10","933000","0.0","169","20","20","한국","한국","(주)영화사히트"
"150","어린 그녀","2020-04-09","943000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","몽정 : 파는여자","2020-04-09","936000","0.0","169","20","20","한국","한국","(주)나우콘텐츠"
"150","형수 길들이기","2020-10-07","935000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","여선생3","2020-03-20","933000","0.0","169","20","20","한국","한국","(주)영화사히트"
"150","어린 처제 4","2020-03-19","931000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","누나의 일기","2020-02-20","938000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"150","의붓 여동생","2020-02-07","933000","0.0","169","20","20","한국","한국","(주)가온콘텐츠"
"150","막내 처제 2","2020-03-12","933000","0.0","169","20","20","한국","한국","(주)컨텐츠 빌리지"
"180","한국단편경쟁 6 - 제21회 전주국제영화제","","1170500","0.0","167","1","4","한국","한국",""
"180","딸의 친구 5","2020-04-23","883000","0.0","167","20","20","한국","한국","(주)컨텐츠 빌리지"
"180","새아가","2020-04-23","883000","0.0","167","20","20","한국","한국","(주)컨텐츠 빌리지"
"183","사내정사: 은밀한 회의실","2020-04-24","821000","0.0","165","20","20","한국","한국","두리컴"
"184","2020 성균관대학교 영상학과 졸업영상제 프라이드스크린 섹션3: 결핍","","960000","0.0","160","1","1","한국","한국",""
"184","자매들:감금의 추억","2020-01-17","888000","0.0","160","20","20","한국","한국","주식회사 플릭스코"
"186","집으로 가는 길","2013-12-11","919500","0.0","158","12","73","한국","한국","(주)씨제이이엔엠"
"187","피아골","1955-09-23","306000","0.0","153","1","8","한국","한국",""
"188","나의 특별한 형제","2019-05-01","1008000","0.0","144","1","3","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"189","SIFF2020 본선 단편경쟁 7","","1004000","0.0","143","1","3","한국","한국",""
"190","김비서는 정말 왜 그럴까?","2020-09-03","650000","0.0","138","20","20","한국","한국","(주)컨텐츠 빌리지"
"190","나는 야한 여자가 좋다 4","2020-07-30","650000","0.0","138","20","20","한국","한국","(주)컨텐츠 빌리지"
"190","마누라 공유하기","2020-08-13","650000","0.0","138","20","20","한국","한국","(주)컨텐츠 빌리지"
"190","구멍 교환","2020-08-27","650000","0.0","138","20","20","한국","한국","(주)컨텐츠 빌리지"
"190","배달노출2 : 초대남과 좋아죽는 와이프","2020-05-29","653000","0.0","138","20","20","한국","한국","밀크픽처스"
"190","가자 장미여관으로 4","2020-05-28","650000","0.0","138","20","20","한국","한국","(주)컨텐츠 빌리지"
"190","어린 구멍","2020-08-13","650000","0.0","138","20","20","한국","한국","(주)컨텐츠 빌리지"
"190","장모님들의 사랑","2020-05-13","689000","0.0","138","20","20","한국","한국","(주)소나무픽쳐스"
"198","MSFF2020 희극지왕 2","","822000","0.0","137","1","1","한국","한국",""
"199","화끈한 미용실","2020-09-09","672000","0.0","134","20","20","한국","한국","(주)영화사가을"
"199","외출 3","2020-09-28","672000","0.0","134","19","20","한국","한국","(주)영화사가을"
"201","한국단편경쟁 1 - 제21회 전주국제영화제","","899000","0.0","130","1","4","한국","한국",""
"201","SIFF2020 본선 단편경쟁 5","","913500","0.0","130","1","3","한국","한국",""
"201","자유부인","1956-06-09","260000","0.0","130","1","11","한국","한국",""
"204","한국단편경쟁 3 - 제21회 전주국제영화제","","888000","0.0","128","1","4","한국","한국",""
"205","너는 내 운명","2005-09-23","1590500","0.0","123","1","1","한국","한국","씨제이엔터테인먼트"
"206","범죄와의 전쟁: 나쁜놈들 전성시대","2012-02-02","650000","0.0","122","2","23","한국","한국","(주)쇼박스"
"206","제14회 안양여성인권영화제 섹션3","","732000","0.0","122","1","1","한국","한국",""
"206","무영탑","","210000","0.0","122","1","3","한국","한국",""
"206","제14회 안양여성인권영화제 섹션2","","732000","0.0","122","1","1","한국","한국",""
"210","SISFF2020 일제강제동원 피해자와 그 가족의 이야기","","605000","0.0","121","1","1","한국","한국",""
"210","SISFF2020 국내경쟁 2: 이동하는 시선","","605000","0.0","121","1","1","한국","한국",""
"210","SISFF2020 국내경쟁 5: 일상의 구성","","605000","0.0","121","1","1","한국","한국",""
"213","싸이보그지만 괜찮아","2006-12-07","1030000","0.0","118","1","6","한국","한국","씨제이엔터테인먼트"
"213","MSFF2020 희극지왕 1","","708000","0.0","118","1","1","한국","한국",""
"215","삼일천하","1973-02-15","224000","0.0","112","1","11","한국","한국",""
"216","깃발, 창공, 파티","","819000","0.0","111","1","14","한국","한국",""
"217","친구누나들","2020-03-20","639000","0.0","110","20","20","한국","한국","스마일컨텐츠"
"217","예민한 모녀","2020-07-28","633000","0.0","110","20","20","한국","한국","(주)아이피큐"
"217","어린과부","2020-08-11","637000","0.0","110","20","20","한국","한국","제뉴어리이공 현프로"
"217","후배부부와교환섹스2","2020-02-07","639000","0.0","110","20","20","한국","한국","스마일컨텐츠"
"217","어린 여동생2","2020-04-03","645000","0.0","110","20","20","한국","한국","스마일컨텐츠"
"217","가슴 큰 연주","2020-06-16","647000","0.0","110","20","20","한국","한국","케이엘 픽쳐스"
"217","수상한동거","2020-01-09","639000","0.0","110","20","20","한국","한국","스마일컨텐츠"
"224","뺑반","2019-01-30","1188000","0.0","108","1","1","한국","한국","(주)쇼박스"
"225","한국단편경쟁 5 - 제21회 전주국제영화제","","718000","0.0","106","1","4","한국","한국",""
"225","머피와 샐리의 법칙","2020-05-20","212000","0.0","106","1","1","한국","한국","에이 라이프"
"227","SIFF2020 페스티벌 초이스 단편 쇼케이스 5","","735000","0.0","105","1","2","한국","한국",""
"227","증인","2019-02-13","780000","0.0","105","5","11","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"227","기쁜 우리 여름날","","735000","0.0","105","1","2","한국","한국",""
"227","2020 성균관대학교 영상학과 졸업영상제 프라이드스크린 섹션5: 선택","","630000","0.0","105","1","1","한국","한국",""
"231","MSFF2020 희극지왕 3","","624000","0.0","104","1","1","한국","한국",""
"232","SIFF2020 페스티벌 초이스 단편 쇼케이스 3","","782000","0.0","103","1","2","한국","한국",""
"233","아르코라이브 의자 고치는 여인","2020-05-20","1205500","0.0","102","6","24","한국","한국","(주)아이디어랩"
"234","아가씨","2016-06-01","500000","0.0","100","2","9","한국","한국","(주)씨제이이엔엠"
"234","SIFF2020 본선 단편경쟁 6","","700000","0.0","100","1","3","한국","한국",""
"236","SIPFF2020 한국단편경쟁 3","","965000","0.0","99","1","2","한국","한국",""
"237","장수상회","2015-04-09","588000","0.0","98","2","2","한국","한국","(주)씨제이이엔엠"
"237","인디포럼2020 신작전 단편1 : 재현불가","","782000","0.0","98","1","2","한국","한국",""
"237","2020 한국영화아카데미 36기 졸업영화제 아이컨택 개막","","392000","0.0","98","1","1","한국","한국",""
"240","SIFF2020 본선 단편경쟁 4","","678000","0.0","97","1","3","한국","한국",""
"240","접속","1997-09-13","970000","0.0","97","1","3","한국","한국",""
"242","SIPFF2020 한국단편경쟁 2","","939000","0.0","96","1","2","한국","한국",""
"242","방문객들","","673000","0.0","96","1","3","한국","한국",""
"244","미망인","1955-12-10","190000","0.0","95","1","9","한국","한국",""
"244","SIPFF2020 한국단편경쟁 1","","914000","0.0","95","1","2","한국","한국",""
"244","해협","","638000","0.0","95","1","9","한국","한국",""
"244","MSFF2020 비정성시 2","","570000","0.0","95","1","1","한국","한국",""
"248","사도","2015-09-16","678000","0.0","94","1","12","한국","한국","(주)쇼박스"
"248","SIDOF2020_일하는 여자들/누구는 알고 누구는 모르는/호랑이와 소","","654500","0.0","94","1","2","한국","한국",""
"250","연평해전","2015-06-24","465000","0.0","93","1","2","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"250","박열","2017-06-28","694000","0.0","93","1","12","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"252","클리어 코로나 19 - 로드무비","","674460","0.0","91","2","14","한국","한국",""
"252","MSFF2020 절대악몽 2","","546000","0.0","91","1","1","한국","한국",""
"252","2020 세종영화제 섹션3","","637000","0.0","91","1","1","한국","한국",""
"252","2020 세종영화제 섹션1","","637000","0.0","91","1","1","한국","한국",""
"252","2020 세종영화제 섹션2","","637000","0.0","91","1","1","한국","한국",""
"252","2020 세종영화제 섹션4","","637000","0.0","91","1","1","한국","한국",""
"258","공동경비구역 JSA","2000-09-08","748000","0.0","90","1","7","한국","한국","씨제이엔터테인먼트"
"258","MSFF2020 비정성시 4","","540000","0.0","90","1","1","한국","한국",""
"260","호우시절","2009-10-08","619000","0.0","89","6","30","한국","한국,중국","(주)넥스트엔터테인먼트월드(NEW)"
"260","입천장 까지도록 와그작","","797000","0.0","89","1","4","한국","한국",""
"260","SIPFF2020 한국단편-비경쟁 2","","869000","0.0","89","1","2","한국","한국",""
